exchange,stock_symbol,date,dividends
NYSE,KWR,2008-07-15,0.23
NYSE,KWR,2008-04-14,0.23
NYSE,KWR,2008-01-15,0.215
NYSE,KWR,2007-10-15,0.215
NYSE,KWR,2007-07-13,0.215
NYSE,KWR,2007-04-12,0.215
NYSE,KWR,2007-01-12,0.215
NYSE,KWR,2006-10-13,0.215
NYSE,KWR,2006-07-13,0.215
NYSE,KWR,2006-04-11,0.215
NYSE,KWR,2006-01-12,0.215
NYSE,KWR,2005-10-13,0.215
NYSE,KWR,2005-07-13,0.215
NYSE,KWR,2005-04-13,0.215
NYSE,KWR,2005-01-12,0.215
NYSE,KWR,2004-10-13,0.215
NYSE,KWR,2004-07-14,0.215
NYSE,KWR,2004-04-14,0.215
NYSE,KWR,2004-01-14,0.21
NYSE,KWR,2003-10-15,0.21
NYSE,KWR,2003-07-15,0.21
NYSE,KWR,2003-04-14,0.21
NYSE,KWR,2003-01-15,0.21
NYSE,KWR,2002-10-15,0.21
NYSE,KWR,2002-07-15,0.21
NYSE,KWR,2002-04-12,0.21
NYSE,KWR,2002-01-15,0.205
NYSE,KWR,2001-10-15,0.205
NYSE,KWR,2001-07-13,0.205
NYSE,KWR,2001-04-11,0.205
NYSE,KWR,2001-01-12,0.205
NYSE,KWR,2000-10-13,0.205
NYSE,KWR,2000-07-13,0.195
NYSE,KWR,2000-04-12,0.195
NYSE,KWR,2000-01-12,0.195
NYSE,KWR,1999-10-13,0.195
NYSE,KWR,1999-07-14,0.19
NYSE,KWR,1999-04-14,0.19
NYSE,KWR,1999-01-13,0.19
NYSE,KWR,1998-10-14,0.19
NYSE,KWR,1998-07-15,0.18
NYSE,KWR,1998-04-15,0.18
NYSE,KWR,1998-01-14,0.18
NYSE,KWR,1997-10-15,0.18
NYSE,KWR,1997-07-16,0.175
NYSE,KWR,1997-04-16,0.175
NYSE,KWR,1997-01-15,0.175
NYSE,KWR,1996-10-16,0.175
NYSE,KWR,1996-07-18,0.17
NYSE,KWR,1996-06-24,0.068
NYSE,KWR,1996-04-17,0.17
NYSE,KWR,1996-01-10,0.17
NYSE,KWR,1995-10-11,0.17
NYSE,KWR,1995-07-12,0.17
NYSE,KWR,1995-04-07,0.17
NYSE,KWR,1995-01-09,0.17
NYSE,KWR,1994-10-07,0.155
NYSE,KWR,1994-07-11,0.155
NYSE,KWR,1994-04-11,0.155
NYSE,KWR,1994-01-10,0.155
NYSE,KWR,1993-10-08,0.15
NYSE,KWR,1993-07-12,0.15
NYSE,KWR,1993-04-12,0.15
NYSE,KWR,1993-01-11,0.15
NYSE,KWR,1992-07-13,0.14
NYSE,KWR,1992-04-10,0.14
NYSE,KWR,1992-01-13,0.14
NYSE,KWR,1991-10-11,0.13
NYSE,KWR,1991-07-15,0.13
NYSE,KWR,1991-04-15,0.13
NYSE,KWR,1991-01-14,0.13
NYSE,KWR,1990-10-15,0.115
NYSE,KWR,1990-07-17,0.11467
NYSE,KWR,1990-04-16,0.11333
NYSE,KOB,2010-01-27,0.953
NYSE,KOB,2009-07-29,0.953
NYSE,KOB,2009-01-28,0.953
NYSE,KOB,2008-07-29,0.953
NYSE,KOB,2008-01-29,0.953
NYSE,KOB,2007-07-27,0.953
NYSE,KOB,2007-01-29,0.953
NYSE,KOB,2006-07-27,0.953
NYSE,KOB,2006-01-27,0.953
NYSE,KOB,2005-07-27,0.953
NYSE,KOB,2005-01-27,0.953
NYSE,KOB,2004-07-28,0.953
NYSE,KOB,2004-01-28,0.953
NYSE,KOB,2003-07-29,0.953
NYSE,KOB,2003-01-29,0.953
NYSE,KOB,2002-07-29,0.953
NYSE,KOB,2002-01-29,0.953
NYSE,KOB,2001-07-27,0.265
NYSE,KVU,2010-01-13,1.0
NYSE,KVU,2009-07-13,1.0
NYSE,KVU,2009-01-13,1.0
NYSE,KVU,2008-07-11,1.0
NYSE,KVU,2008-01-11,1.0
NYSE,KVU,2007-07-11,1.0
NYSE,KVU,2007-01-10,1.0
NYSE,KVU,2006-07-12,1.0
NYSE,KVU,2006-01-11,1.0
NYSE,KVU,2005-07-13,1.0
NYSE,KVU,2005-01-12,1.0
NYSE,KVU,2004-07-13,1.0
NYSE,KVU,2004-01-13,1.0
NYSE,KEY,2009-11-27,0.01
NYSE,KEY,2009-08-28,0.01
NYSE,KEY,2009-05-29,0.01
NYSE,KEY,2009-02-27,0.063
NYSE,KEY,2008-11-28,0.063
NYSE,KEY,2008-08-28,0.188
NYSE,KEY,2008-05-22,0.375
NYSE,KEY,2008-02-29,0.375
NYSE,KEY,2007-11-23,0.365
NYSE,KEY,2007-08-24,0.365
NYSE,KEY,2007-05-24,0.365
NYSE,KEY,2007-02-23,0.365
NYSE,KEY,2006-11-24,0.345
NYSE,KEY,2006-08-25,0.345
NYSE,KEY,2006-05-25,0.345
NYSE,KEY,2006-02-24,0.345
NYSE,KEY,2005-11-25,0.325
NYSE,KEY,2005-08-26,0.325
NYSE,KEY,2005-05-26,0.325
NYSE,KEY,2005-02-25,0.325
NYSE,KEY,2004-11-26,0.31
NYSE,KEY,2004-08-27,0.31
NYSE,KEY,2004-05-27,0.31
NYSE,KEY,2004-02-27,0.31
NYSE,KEY,2003-11-28,0.305
NYSE,KEY,2003-08-28,0.305
NYSE,KEY,2003-06-02,0.305
NYSE,KEY,2003-02-28,0.305
NYSE,KEY,2002-11-29,0.3
NYSE,KEY,2002-08-23,0.3
NYSE,KEY,2002-05-30,0.3
NYSE,KEY,2002-03-01,0.3
NYSE,KEY,2001-11-23,0.295
NYSE,KEY,2001-08-24,0.295
NYSE,KEY,2001-05-24,0.295
NYSE,KEY,2001-02-23,0.295
NYSE,KEY,2000-11-24,0.28
NYSE,KEY,2000-08-25,0.28
NYSE,KEY,2000-05-25,0.28
NYSE,KEY,2000-02-25,0.28
NYSE,KEY,1999-12-01,0.26
NYSE,KEY,1999-08-27,0.26
NYSE,KEY,1999-05-27,0.26
NYSE,KEY,1999-02-26,0.26
NYSE,KEY,1998-11-27,0.235
NYSE,KEY,1998-08-28,0.235
NYSE,KEY,1998-05-29,0.235
NYSE,KEY,1998-02-12,0.235
NYSE,KEY,1997-11-28,0.21
NYSE,KEY,1997-08-28,0.21
NYSE,KEY,1997-05-22,0.21
NYSE,KEY,1997-02-28,0.21
NYSE,KEY,1996-11-29,0.19
NYSE,KEY,1996-08-23,0.19
NYSE,KEY,1996-05-31,0.19
NYSE,KEY,1995-11-24,0.18
NYSE,KEY,1995-08-25,0.18
NYSE,KEY,1995-05-23,0.18
NYSE,KEY,1995-02-22,0.18
NYSE,KEY,1994-11-25,0.16
NYSE,KEY,1994-08-25,0.16
NYSE,KEY,1994-05-24,0.16
NYSE,KEY,1994-02-22,0.3125
NYSE,KEY,1993-12-27,0.155
NYSE,KEY,1993-09-24,0.155
NYSE,KEY,1993-06-24,0.155
NYSE,KEY,1993-03-25,0.155
NYSE,KEY,1992-12-24,0.13
NYSE,KEY,1992-09-24,0.13
NYSE,KEY,1992-06-24,0.13
NYSE,KEY,1992-03-25,0.13
NYSE,KEY,1991-12-24,0.12
NYSE,KEY,1991-09-24,0.12
NYSE,KEY,1991-06-24,0.12
NYSE,KEY,1991-03-22,0.11334
NYSE,KEY,1990-12-24,0.11334
NYSE,KEY,1990-09-24,0.11334
NYSE,KEY,1990-06-25,0.11334
NYSE,KEY,1990-03-26,0.10666
NYSE,KEY,1989-12-22,0.10666
NYSE,KEY,1989-09-25,0.10666
NYSE,KEY,1989-06-26,0.10666
NYSE,KEY,1989-03-27,0.1
NYSE,KEY,1988-12-23,0.1
NYSE,KEY,1988-09-26,0.1
NYSE,KEY,1988-06-24,0.1
NYSE,KEY,1988-03-25,0.1
NYSE,KEY,1987-12-23,0.09334
NYSE,KO,2009-11-27,0.41
NYSE,KO,2009-09-11,0.41
NYSE,KO,2009-06-11,0.41
NYSE,KO,2009-03-11,0.41
NYSE,KO,2008-11-26,0.38
NYSE,KO,2008-09-11,0.38
NYSE,KO,2008-06-11,0.38
NYSE,KO,2008-03-12,0.38
NYSE,KO,2007-11-28,0.34
NYSE,KO,2007-09-12,0.34
NYSE,KO,2007-06-13,0.34
NYSE,KO,2007-03-13,0.34
NYSE,KO,2006-11-29,0.31
NYSE,KO,2006-09-13,0.31
NYSE,KO,2006-06-13,0.31
NYSE,KO,2006-03-13,0.31
NYSE,KO,2005-11-29,0.28
NYSE,KO,2005-09-13,0.28
NYSE,KO,2005-06-13,0.28
NYSE,KO,2005-03-11,0.28
NYSE,KO,2004-11-29,0.25
NYSE,KO,2004-09-13,0.25
NYSE,KO,2004-06-14,0.25
NYSE,KO,2004-03-11,0.25
NYSE,KO,2003-11-26,0.22
NYSE,KO,2003-09-11,0.22
NYSE,KO,2003-06-11,0.22
NYSE,KO,2003-03-12,0.22
NYSE,KO,2002-11-26,0.2
NYSE,KO,2002-09-11,0.2
NYSE,KO,2002-06-12,0.2
NYSE,KO,2002-03-13,0.2
NYSE,KO,2001-11-28,0.18
NYSE,KO,2001-06-13,0.18
NYSE,KO,2001-03-13,0.18
NYSE,KO,2000-11-29,0.17
NYSE,KO,2000-09-13,0.17
NYSE,KO,2000-06-13,0.17
NYSE,KO,2000-03-13,0.17
NYSE,KO,1999-11-29,0.16
NYSE,KO,1999-09-13,0.16
NYSE,KO,1999-06-11,0.16
NYSE,KO,1999-03-11,0.16
NYSE,KO,1998-11-27,0.15
NYSE,KO,1998-09-11,0.15
NYSE,KO,1998-06-11,0.15
NYSE,KO,1998-03-11,0.15
NYSE,KO,1997-11-26,0.14
NYSE,KO,1997-09-11,0.14
NYSE,KO,1997-06-11,0.14
NYSE,KO,1997-03-12,0.14
NYSE,KO,1996-11-26,0.125
NYSE,KO,1996-09-11,0.125
NYSE,KO,1996-06-12,0.125
NYSE,KO,1996-03-13,0.125
NYSE,KO,1995-11-29,0.11
NYSE,KO,1995-09-13,0.11
NYSE,KO,1995-06-13,0.11
NYSE,KO,1995-03-09,0.11
NYSE,KO,1994-11-25,0.0975
NYSE,KO,1994-09-09,0.0975
NYSE,KO,1994-06-09,0.0975
NYSE,KO,1994-03-09,0.0975
NYSE,KO,1993-11-24,0.085
NYSE,KO,1993-09-09,0.085
NYSE,KO,1993-06-09,0.085
NYSE,KO,1993-03-09,0.085
NYSE,KO,1992-11-24,0.07
NYSE,KO,1992-09-09,0.07
NYSE,KO,1992-06-09,0.07
NYSE,KO,1992-03-09,0.07
NYSE,KO,1991-11-22,0.06
NYSE,KO,1991-09-09,0.06
NYSE,KO,1991-06-10,0.06
NYSE,KO,1991-03-11,0.06
NYSE,KO,1990-11-26,0.05
NYSE,KO,1990-09-10,0.05
NYSE,KO,1990-06-11,0.05
NYSE,KO,1990-03-09,0.05
NYSE,KO,1989-11-27,0.0425
NYSE,KO,1989-09-11,0.0425
NYSE,KO,1989-06-09,0.0425
NYSE,KO,1989-03-09,0.0425
NYSE,KO,1988-11-25,0.0375
NYSE,KO,1988-09-09,0.0375
NYSE,KO,1988-06-09,0.0375
NYSE,KO,1988-03-09,0.0375
NYSE,KO,1987-11-24,0.035
NYSE,KO,1987-09-09,0.035
NYSE,KO,1987-06-09,0.035
NYSE,KO,1987-03-10,0.035
NYSE,KO,1986-11-24,0.0325
NYSE,KO,1986-09-09,0.0325
NYSE,KO,1986-06-10,0.0325
NYSE,KO,1986-03-10,0.0325
NYSE,KO,1985-11-25,0.03083
NYSE,KO,1985-09-10,0.03083
NYSE,KO,1985-06-11,0.03083
NYSE,KO,1985-03-11,0.03083
NYSE,KO,1984-11-27,0.02875
NYSE,KO,1984-09-10,0.02875
NYSE,KO,1984-06-11,0.02875
NYSE,KO,1984-03-09,0.02875
NYSE,KO,1983-11-25,0.02792
NYSE,KO,1983-09-12,0.02792
NYSE,KO,1983-06-09,0.02792
NYSE,KO,1983-03-09,0.02792
NYSE,KO,1982-11-24,0.02583
NYSE,KO,1982-09-09,0.02583
NYSE,KO,1982-05-24,0.02583
NYSE,KO,1982-03-09,0.02583
NYSE,KO,1981-11-24,0.02417
NYSE,KO,1981-09-09,0.02417
NYSE,KO,1981-06-09,0.02417
NYSE,KO,1981-03-10,0.02417
NYSE,KO,1980-11-24,0.0225
NYSE,KO,1980-09-10,0.0225
NYSE,KO,1980-06-09,0.0225
NYSE,KO,1980-03-11,0.0225
NYSE,KO,1979-11-26,0.02042
NYSE,KO,1979-09-10,0.02042
NYSE,KO,1979-06-12,0.02042
NYSE,KO,1979-03-13,0.02042
NYSE,KO,1978-11-27,0.01812
NYSE,KO,1978-09-08,0.01812
NYSE,KO,1978-06-12,0.01812
NYSE,KO,1978-03-10,0.01812
NYSE,KO,1977-11-25,0.01604
NYSE,KO,1977-09-12,0.01604
NYSE,KO,1977-06-10,0.01604
NYSE,KO,1977-03-10,0.01604
NYSE,KO,1976-11-24,0.01379
NYSE,KO,1976-09-10,0.01379
NYSE,KO,1976-06-08,0.01379
NYSE,KO,1976-03-11,0.01379
NYSE,KO,1975-11-24,0.01198
NYSE,KO,1975-09-10,0.01198
NYSE,KO,1975-06-09,0.01198
NYSE,KO,1975-03-11,0.01198
NYSE,KO,1974-11-25,0.0111
NYSE,KO,1974-09-10,0.0111
NYSE,KO,1974-06-10,0.01058
NYSE,KO,1974-03-08,0.01058
NYSE,KO,1973-11-26,0.0099
NYSE,KO,1973-09-10,0.0099
NYSE,KO,1973-06-08,0.00885
NYSE,KO,1973-03-12,0.00885
NYSE,KO,1972-11-27,0.00854
NYSE,KO,1972-09-08,0.00854
NYSE,KO,1972-06-08,0.00854
NYSE,KO,1972-03-10,0.00854
NYSE,KO,1971-11-24,0.00823
NYSE,KO,1971-09-10,0.00823
NYSE,KO,1971-06-08,0.00823
NYSE,KO,1971-03-08,0.00823
NYSE,KO,1970-11-24,0.0075
NYSE,KO,1970-09-10,0.0075
NYSE,KO,1970-06-08,0.0075
NYSE,KO,1969-11-24,0.00688
NYSE,KO,1969-09-10,0.00688
NYSE,KO,1969-06-09,0.00688
NYSE,KO,1969-03-10,0.00688
NYSE,KO,1968-11-25,0.00625
NYSE,KO,1968-09-10,0.00625
NYSE,KO,1968-06-10,0.00625
NYSE,KO,1968-03-08,0.01094
NYSE,KO,1967-11-28,0.01094
NYSE,KO,1967-09-11,0.01094
NYSE,KO,1967-06-09,0.01094
NYSE,KO,1967-03-13,0.01094
NYSE,KO,1966-11-28,0.0099
NYSE,KO,1966-09-09,0.0099
NYSE,KO,1966-06-09,0.0099
NYSE,KO,1966-03-14,0.0099
NYSE,KO,1965-11-26,0.00885
NYSE,KO,1965-09-09,0.00885
NYSE,KO,1965-06-09,0.00885
NYSE,KO,1965-03-09,0.00885
NYSE,KO,1964-11-25,0.01562
NYSE,KO,1964-09-09,0.01562
NYSE,KO,1964-06-09,0.01562
NYSE,KO,1964-03-10,0.01562
NYSE,KO,1963-11-26,0.01406
NYSE,KO,1963-09-11,0.01406
NYSE,KO,1963-06-11,0.01406
NYSE,KO,1963-03-11,0.01406
NYSE,KO,1962-11-28,0.0125
NYSE,KO,1962-09-11,0.0125
NYSE,KO,1962-06-11,0.0125
NYSE,KO,1962-03-13,0.0125
NYSE,KVW,2009-12-29,1.0
NYSE,KVW,2009-06-26,1.0
NYSE,KVW,2008-12-29,1.0
NYSE,KVW,2008-06-26,1.0
NYSE,KVW,2007-12-27,1.0
NYSE,KVW,2007-06-27,1.0
NYSE,KVW,2006-12-27,1.0
NYSE,KVW,2006-06-28,1.0
NYSE,KVW,2005-12-28,1.0
NYSE,KVW,2004-12-29,1.0
NYSE,KVW,2004-06-28,1.0
NYSE,KVW,2003-12-29,1.0
NYSE,KVW,2003-06-26,0.722
NYSE,KVF,2009-12-29,0.969
NYSE,KVF,2009-06-26,0.969
NYSE,KVF,2008-12-29,0.969
NYSE,KVF,2008-06-26,0.969
NYSE,KVF,2007-12-27,0.969
NYSE,KVF,2007-06-27,0.969
NYSE,KVF,2006-12-27,0.969
NYSE,KVF,2006-06-28,0.969
NYSE,KVF,2005-12-28,0.969
NYSE,KVF,2004-12-29,0.969
NYSE,KVF,2004-06-28,0.969
NYSE,KVF,2003-12-29,0.969
NYSE,KCC,2009-09-10,1.025
NYSE,KCC,2009-03-11,1.025
NYSE,KCC,2008-09-10,1.025
NYSE,KCC,2008-03-12,1.025
NYSE,KCC,2007-09-12,1.025
NYSE,KCC,2007-03-12,1.025
NYSE,KCC,2006-09-12,1.025
NYSE,KCC,2006-03-10,1.025
NYSE,KCC,2005-09-12,1.025
NYSE,KCC,2005-03-10,1.025
NYSE,KCC,2004-09-10,1.024
NYSE,KCC,2004-03-10,1.025
NYSE,KHD,2002-08-14,0.665
NYSE,KHD,1999-06-10,0.0025
NYSE,KHD,1998-06-10,0.0025
NYSE,KUB,2007-03-28,0.298
NYSE,KUB,2005-09-27,0.136
NYSE,KUB,2005-03-28,0.144
NYSE,KUB,2004-09-27,0.137
NYSE,KUB,2004-03-26,0.135
NYSE,KUB,2003-09-25,0.128
NYSE,KUB,2003-03-26,0.128
NYSE,KUB,2002-09-25,0.127
NYSE,KUB,2002-03-26,0.117
NYSE,KUB,2001-09-25,0.123
NYSE,KUB,2001-03-27,0.123
NYSE,KUB,2000-09-26,0.141
NYSE,KUB,2000-03-28,0.138
NYSE,KUB,1999-09-27,0.1425
NYSE,KUB,1999-03-26,0.123
NYSE,KUB,1998-09-25,0.105
NYSE,KUB,1998-03-26,0.1185
NYSE,KUB,1997-09-25,0.123
NYSE,KUB,1997-03-25,0.123
NYSE,KUB,1996-09-25,0.1365
NYSE,KUB,1996-03-26,0.141
NYSE,KUB,1995-09-27,0.1485
NYSE,KSK,2009-10-28,0.925
NYSE,KSK,2009-04-28,0.925
NYSE,KSK,2008-10-29,0.925
NYSE,KSK,2008-04-28,0.925
NYSE,KSK,2007-10-29,0.925
NYSE,KSK,2007-04-26,0.925
NYSE,KSK,2006-10-27,0.925
NYSE,KSK,2006-04-26,0.925
NYSE,KSK,2005-10-27,0.925
NYSE,KSK,2005-04-27,0.925
NYSE,KSK,2004-10-27,0.925
NYSE,KSK,2004-04-28,0.925
NYSE,KSK,2003-10-29,0.925
NYSE,KSK,2003-04-28,0.923
NYSE,KSK,2002-10-29,0.925
NYSE,KSK,2002-04-26,0.925
NYSE,KSK,2001-10-29,0.925
NYSE,KSK,2001-04-26,0.313
NYSE,KVT,2009-10-28,0.797
NYSE,KVT,2009-04-28,0.797
NYSE,KVT,2008-10-29,0.797
NYSE,KVT,2008-04-28,0.797
NYSE,KVT,2007-10-29,0.797
NYSE,KVT,2007-04-26,0.797
NYSE,KVT,2006-10-27,0.797
NYSE,KVT,2006-04-26,0.797
NYSE,KVT,2005-10-27,0.797
NYSE,KVT,2005-04-27,0.797
NYSE,KVT,2004-10-27,0.797
NYSE,KVT,2004-04-28,0.797
NYSE,KVT,2003-10-29,0.797
NYSE,KNL,2009-12-11,0.02
NYSE,KNL,2009-09-11,0.02
NYSE,KNL,2009-06-11,0.02
NYSE,KNL,2009-03-12,0.12
NYSE,KNL,2008-12-11,0.12
NYSE,KNL,2008-09-11,0.12
NYSE,KNL,2008-06-12,0.12
NYSE,KNL,2008-03-12,0.12
NYSE,KNL,2007-12-12,0.12
NYSE,KNL,2007-09-12,0.11
NYSE,KNL,2007-06-13,0.11
NYSE,KNL,2007-03-13,0.11
NYSE,KNL,2006-12-13,0.11
NYSE,KNL,2006-09-13,0.1
NYSE,KNL,2006-06-13,0.1
NYSE,KNL,2006-03-13,0.1
NYSE,KNL,2005-12-13,0.1
NYSE,KNL,2005-09-13,0.05
NYSE,KNL,2005-06-13,0.05
NYSE,KNL,2005-03-14,0.05
NYSE,KR,2009-11-12,0.095
NYSE,KR,2009-08-12,0.09
NYSE,KR,2009-05-13,0.09
NYSE,KR,2009-02-11,0.09
NYSE,KR,2008-11-12,0.09
NYSE,KR,2008-08-13,0.09
NYSE,KR,2008-05-13,0.09
NYSE,KR,2008-02-13,0.075
NYSE,KR,2007-11-13,0.075
NYSE,KR,2007-08-13,0.075
NYSE,KR,2007-05-11,0.075
NYSE,KR,2007-02-13,0.065
NYSE,KR,2006-11-13,0.065
NYSE,KR,2006-08-11,0.065
NYSE,KR,2006-05-11,0.065
NYSE,KR,1988-12-05,2.0
NYSE,KR,1988-10-31,10.0
NYSE,KR,1988-10-07,0.07
NYSE,KR,1988-08-04,0.07
NYSE,KR,1988-05-04,0.07
NYSE,KR,1988-02-09,0.0655
NYSE,KR,1987-11-03,0.0655
NYSE,KR,1987-07-29,0.0655
NYSE,KR,1987-04-27,0.0655
NYSE,KR,1987-02-10,0.0655
NYSE,KR,1986-10-28,0.0655
NYSE,KR,1986-07-28,0.06563
NYSE,KR,1986-04-28,0.0625
NYSE,KR,1986-02-04,0.0625
NYSE,KR,1985-10-29,0.0625
NYSE,KR,1985-07-30,0.0625
NYSE,KR,1985-04-29,0.0625
NYSE,KR,1984-10-22,0.0625
NYSE,KR,1984-07-23,0.0625
NYSE,KR,1984-04-23,0.0625
NYSE,KR,1984-01-25,0.0625
NYSE,KR,1983-10-24,0.0625
NYSE,KR,1983-07-26,0.05875
NYSE,KR,1983-01-26,0.05875
NYSE,KR,1982-10-25,0.05875
NYSE,KR,1982-07-26,0.05375
NYSE,KR,1982-04-26,0.05375
NYSE,KR,1982-01-26,0.05375
NYSE,KR,1981-10-26,0.05375
NYSE,KR,1981-07-27,0.0475
NYSE,KR,1981-04-27,0.0475
NYSE,KR,1981-01-27,0.0475
NYSE,KR,1980-10-27,0.0475
NYSE,KR,1980-07-28,0.0425
NYSE,KR,1980-04-21,0.0425
NYSE,KR,1979-10-22,0.0425
NYSE,KR,1979-07-23,0.0425
NYSE,KR,1979-04-23,0.01812
NYSE,KR,1979-01-29,0.03625
NYSE,KR,1978-07-24,0.0275
NYSE,KR,1978-04-24,0.0275
NYSE,KR,1978-01-26,0.025
NYSE,KR,1977-10-24,0.025
NYSE,KR,1977-07-25,0.025
NYSE,KR,1977-04-25,0.0225
NYSE,KR,1977-01-24,0.0225
NYSE,KSA,2009-09-10,1.063
NYSE,KSA,2009-03-11,1.063
NYSE,KSA,2008-09-10,1.063
NYSE,KSA,2008-03-12,1.063
NYSE,KSA,2007-09-12,1.063
NYSE,KSA,2007-03-12,1.063
NYSE,KSA,2006-09-12,1.063
NYSE,KSA,2006-03-10,1.063
NYSE,KSA,2005-09-12,1.063
NYSE,KSA,2005-03-10,1.063
NYSE,KSA,2004-09-10,1.063
NYSE,KSA,2004-03-10,1.063
NYSE,KSA,2003-09-10,1.063
NYSE,KSA,2003-03-12,1.063
NYSE,KSA,2002-09-11,1.063
NYSE,KSA,2002-03-12,1.063
NYSE,KSA,2001-03-12,0.53
NYSE,KGC,2009-09-21,0.05
NYSE,KGC,2009-03-20,0.04
NYSE,KGC,2008-09-19,0.04
NYSE,KGC,2008-03-19,0.04
NYSE,KMM,2010-01-14,0.068
NYSE,KMM,2009-12-15,0.068
NYSE,KMM,2009-11-12,0.068
NYSE,KMM,2009-10-14,0.065
NYSE,KMM,2009-09-16,0.065
NYSE,KMM,2009-08-13,0.065
NYSE,KMM,2009-07-15,0.065
NYSE,KMM,2009-06-11,0.065
NYSE,KMM,2009-05-14,0.065
NYSE,KMM,2009-04-15,0.065
NYSE,KMM,2009-03-12,0.065
NYSE,KMM,2009-02-12,0.065
NYSE,KMM,2009-01-15,0.065
NYSE,KMM,2008-12-11,0.065
NYSE,KMM,2008-11-13,0.065
NYSE,KMM,2008-10-14,0.065
NYSE,KMM,2008-09-16,0.065
NYSE,KMM,2008-08-14,0.065
NYSE,KMM,2008-07-15,0.065
NYSE,KMM,2008-06-12,0.065
NYSE,KMM,2008-05-15,0.065
NYSE,KMM,2008-04-15,0.065
NYSE,KMM,2008-03-13,0.065
NYSE,KMM,2008-02-14,0.065
NYSE,KMM,2008-01-16,0.065
NYSE,KMM,2007-12-13,0.065
NYSE,KMM,2007-11-14,0.065
NYSE,KMM,2007-10-11,0.065
NYSE,KMM,2007-09-13,0.065
NYSE,KMM,2007-08-15,0.065
NYSE,KMM,2007-07-12,0.065
NYSE,KMM,2007-06-14,0.065
NYSE,KMM,2007-05-15,0.065
NYSE,KMM,2007-04-12,0.065
NYSE,KMM,2007-03-15,0.065
NYSE,KMM,2007-02-14,0.065
NYSE,KMM,2007-01-16,0.065
NYSE,KMM,2006-12-14,0.065
NYSE,KMM,2006-11-16,0.065
NYSE,KMM,2006-10-12,0.065
NYSE,KMM,2006-09-19,0.065
NYSE,KMM,2006-08-15,0.065
NYSE,KMM,2006-07-13,0.065
NYSE,KMM,2006-06-14,0.065
NYSE,KMM,2006-06-13,0.065
NYSE,KMM,2006-04-17,0.065
NYSE,KMM,2006-03-14,0.065
NYSE,KMM,2006-02-14,0.065
NYSE,KMM,2006-01-17,0.065
NYSE,KMM,2005-12-15,0.065
NYSE,KMM,2005-11-15,0.065
NYSE,KMM,2005-10-13,0.065
NYSE,KMM,2005-09-15,0.065
NYSE,KMM,2005-08-11,0.065
NYSE,KMM,2005-07-14,0.065
NYSE,KMM,2005-06-15,0.065
NYSE,KMM,2005-05-12,0.065
